bib	div	loc	country	prof	swim.dist	swim.split	swim.race	swim.pace	swim.drank	swim.grank	swim.orank	bike.dist	bike.split	bike.race	bike.pace	bike.drank	bike.grank	bike.orank	run.dist	run.split	run.race	run.pace	run.drank	run.grank	run.orank	t1	t2
162	F30-34	St-Colomban QC	CAN	Mechanic	3.8 km	1:18:37	1:18:37	2:04/100m	37	176	893	180 km	5:52:51	7:16:12	30.61 km/h	15	57	548	42.195 km	4:01:12	11:19:28	5:42/km	14	45	363	4:44	2:04
163	F30-34	Ottawa ON	CAN	Scientist	3.8 km	1:22:16	1:22:16	2:09/100m	52	238	1166	180 km	5:47:37	7:17:00	31.07 km/h	16	62	561	42.195 km	5:35:38	12:56:41	7:57/km	41	164	1089	7:07	4:03
																											
165	F30-34	Toronto ON	CAN	Administrator	3.8 km	1:15:05	1:15:05	1:58/100m	28	123	625	180 km	5:38:40	7:02:31	31.89 km/h	9	37	371	42.195 km	4:02:26	11:10:28	5:44/km	8	32	307	8:46	5:31
																											
167	F30-34	Frederica DE	USA	Nurse	3.8 km	1:08:42	1:08:42	1:48/100m	15	59	291	180 km	6:29:32	7:44:01	27.73 km/h	29	107	918	42.195 km	5:07:12	12:53:58	7:16/km	40	158	1070	5:47	2:45
168	F35-39	Tecumseh ON	CAN	Massage Therapist	3.8 km	1:12:35	1:12:35	1:54/100m	21	95	504	180 km	5:56:17	7:15:38	30.31 km/h	12	56	540	42.195 km	5:05:30	12:25:17	7:14/km	27	110	846	6:46	4:09
																											
170	F35-39	Plymouth MA	USA	Communications	3.8 km	1:25:57	1:25:57	2:15/100m	58	301	1408	180 km	6:13:46	7:46:31	28.90 km/h	26	117	956	42.195 km	3:51:26	11:41:00	5:29/km	14	65	500	6:48	3:03
171	F35-39	Spanish Fork UT	USA	Homemaker	3.8 km	2:01:41	2:01:41	3:12/100m	107	632	2370	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	7:50	--:--
172	F35-39	Annapolis MD	USA	Marketing	3.8 km	1:06:35	1:06:35	1:45/100m	11	50	215	180 km	5:29:51	6:42:20	32.74 km/h	3	12	169	42.195 km	4:02:27	10:47:48	5:44/km	4	18	207	5:54	3:01
173	F35-39	Seattle WA	USA	Nurse	3.8 km	1:20:49	1:20:49	2:07/100m	41	222	1073	180 km	6:41:29	8:09:15	26.90 km/h	38	187	1293	42.195 km	4:11:02	12:24:55	5:56/km	26	109	842	6:57	4:38
174	F35-39	Hanover ON	CAN	Nurse	3.8 km	1:12:27	1:12:27	1:54/100m	19	92	497	180 km	6:02:27	7:21:10	29.80 km/h	17	73	630	42.195 km	4:36:34	12:01:45	6:33/km	20	87	673	6:16	4:01
175	F35-39	Orleans ON	CAN	Other	3.8 km	1:17:41	1:17:41	2:02/100m	32	161	817	180 km	5:37:17	7:02:28	32.02 km/h	9	36	370	42.195 km	4:07:38	11:15:15	5:52/km	10	37	332	7:30	5:09
176	F35-39	Jericho VT	USA	Other	3.8 km	1:01:05	1:01:05	1:36/100m	2	11	65	180 km	5:46:23	6:52:32	31.18 km/h	6	25	271	42.195 km	4:28:16	11:24:42	6:21/km	11	49	388	5:04	3:54
177	F35-39	Cape May Court House NJ	USA	Teacher	3.8 km	1:44:38	1:44:38	2:45/100m	98	548	2172	180 km	7:30:33	9:22:27	23.97 km/h	83	469	2049	42.195 km	5:27:44	14:54:23	7:46/km	76	434	1884	7:16	4:12
178	F35-39	Astorville ON	CAN	Business Owner	3.8 km	1:36:26	1:36:26	2:32/100m	80	473	1931	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	6:56	--:--
																											
180	F40-44	Atlanta GA	USA	Salesperson	3.8 km	1:26:42	1:26:42	2:16/100m	65	317	1451	180 km	6:19:36	7:53:08	28.45 km/h	18	135	1065	42.195 km	4:51:20	12:51:33	6:54/km	25	153	1054	6:50	7:05
181	F40-44	Weston MA	USA	Homemaker	3.8 km	1:24:39	1:24:39	2:13/100m	57	277	1317	180 km	7:25:58	9:02:07	24.22 km/h	93	406	1896	42.195 km	5:04:00	14:14:59	7:12/km	69	337	1658	11:30	8:52
182	F40-44	Strongsville OH	USA	Management	3.8 km	1:12:29	1:12:29	1:54/100m	15	93	499	180 km	5:48:40	7:08:01	30.98 km/h	5	44	435	42.195 km	4:28:05	11:41:01	6:21/km	5	66	501	6:52	4:55
																											
184	F40-44	Scarborough ME	USA	Physical Therapist	3.8 km	1:26:58	1:26:58	2:17/100m	69	327	1467	180 km	6:29:07	8:03:44	27.76 km/h	22	165	1221	42.195 km	4:41:28	12:50:16	6:40/km	23	150	1044	7:39	5:04
185	F40-44	Burlington ON	CAN	Flight Attendant	3.8 km	1:15:09	1:15:09	1:58/100m	20	125	634	180 km	6:13:14	7:34:46	28.94 km/h	9	93	820	42.195 km	4:02:57	11:46:21	5:45/km	7	71	544	6:23	8:38
186	F40-44	Cazenovia NY	USA	Event Organizer	3.8 km	1:34:24	1:34:24	2:29/100m	97	443	1858	180 km	6:37:15	8:17:52	27.19 km/h	42	215	1391	42.195 km	5:28:09	13:49:25	7:46/km	59	282	1513	6:13	3:24
187	F40-44	Milner GA	USA	Engineer	3.8 km	1:57:03	1:57:03	3:04/100m	134	607	2324	180 km	7:55:48	10:00:36	22.70 km/h	135	577	2274	42.195 km	6:10:41	16:17:14	8:47/km	131	562	2182	7:45	5:57
188	F40-44	Grimsby ON	CAN	Salesperson	3.8 km	54:51	54:51	1:26/100m	1	1	10	180 km	5:44:51	6:46:54	31.32 km/h	4	18	206	42.195 km	3:54:37	10:48:04	5:33/km	2	19	208	7:12	6:33
189	F45-49	Uncasville CT	USA	Management	3.8 km	1:39:23	1:39:23	2:36/100m	64	499	2025	180 km	7:06:46	8:57:20	25.31 km/h	46	384	1852	42.195 km	5:31:23	14:34:49	7:51/km	49	385	1771	11:11	6:06
190	F45-49	Nashua NH	USA	Fitness Consultant	3.8 km	1:27:04	1:27:04	2:17/100m	35	333	1480	180 km	5:54:20	7:27:40	30.48 km/h	7	82	718	42.195 km	5:02:47	12:33:57	7:10/km	12	126	916	6:16	3:30
191	F45-49	Northborough MA	USA	Other	3.8 km	1:34:51	1:34:51	2:29/100m	57	448	1873	180 km	7:25:34	9:15:00	24.24 km/h	60	449	1993	42.195 km	5:51:26	15:16:23	8:19/km	63	481	1989	14:35	9:57
192	F45-49	Atlanta GA	USA	Construction	3.8 km	1:50:53	1:50:53	2:55/100m	82	585	2275	180 km	7:15:05	9:18:36	24.82 km/h	62	458	2021	42.195 km	6:10:05	15:42:51	8:46/km	71	518	2080	12:38	14:10
193	F45-49	Toronto ON	IRL	Accountant	3.8 km	1:26:25	1:26:25	2:16/100m	31	311	1434	180 km	6:36:33	8:12:38	27.23 km/h	24	201	1335	42.195 km	5:09:33	13:28:01	7:20/km	27	227	1347	9:40	5:50
194	F45-49	Lincoln University PA	USA	Nurse	3.8 km	1:43:14	1:43:14	2:43/100m	69	535	2145	180 km	7:25:29	9:21:32	24.24 km/h	63	465	2043	42.195 km	5:13:15	14:45:02	7:25/km	56	409	1827	12:49	10:15
195	F45-49	North Vancouver BC	CAN	Consultant	3.8 km	1:47:15	1:47:15	2:49/100m	78	571	2230	180 km	6:15:21	8:09:44	28.77 km/h	23	191	1302	42.195 km	5:24:15	13:39:50	7:41/km	28	254	1444	7:08	5:51
196	F45-49	Montreal QC	CAN	Scientist	3.8 km	1:17:31	1:17:31	2:02/100m	17	157	802	180 km	6:47:40	8:14:54	26.49 km/h	27	205	1360	42.195 km	4:11:52	12:34:35	5:58/km	13	128	923	9:43	7:49
197	F45-49	Oka QC	CAN	Other	3.8 km	1:27:57	1:27:57	2:18/100m	41	353	1537	180 km	6:19:25	7:54:07	28.46 km/h	16	136	1085	42.195 km	4:07:40	12:05:24	5:52/km	8	92	700	6:45	3:37
198	F50-54	Harvard MA	USA	Real Estate	3.8 km	1:11:24	1:11:24	1:52/100m	5	84	427	180 km	6:15:06	7:32:48	28.79 km/h	5	89	794	42.195 km	4:56:53	12:33:12	7:02/km	8	123	908	6:18	3:31
199	F50-54	Tecumseh ON	CAN	Nurse	3.8 km	1:28:12	1:28:12	2:19/100m	33	358	1557	180 km	6:38:59	8:16:53	27.07 km/h	18	213	1383	42.195 km	5:17:22	13:42:04	7:31/km	27	263	1464	9:42	7:49
																											
201	F50-54	New York NY	USA	Management	3.8 km	1:21:51	1:21:51	2:09/100m	19	234	1150	180 km	6:13:53	7:41:45	28.89 km/h	7	104	895	42.195 km	3:58:53	11:43:45	5:39/km	5	68	524	6:01	3:07
202	F55-59	Ottawa ON	CAN	Musician	3.8 km	1:12:51	1:12:51	1:55/100m	2	101	517	180 km	5:56:26	7:16:28	30.30 km/h	2	60	553	42.195 km	4:17:24	11:37:34	6:06/km	1	60	480	7:11	3:42
																											
204	F55-59	Richmond BC	CAN	Administrator	3.8 km	1:18:34	1:18:34	2:04/100m	8	174	889	180 km	7:04:38	8:32:34	25.43 km/h	12	279	1573	42.195 km	5:21:04	14:00:17	7:36/km	11	306	1568	9:22	6:39
205	F60-64	Ceresco MI	USA	Social Worker	3.8 km	1:51:16	1:51:16	2:55/100m	11	586	2279	180 km	7:55:59	9:58:50	22.69 km/h	10	573	2267	42.195 km	5:23:23	15:29:27	7:39/km	5	500	2032	11:35	7:14
206	F60-64	Los Angeles CA	USA	Business Owner	3.8 km	1:57:29	1:57:29	3:05/100m	12	611	2333	180 km	7:20:11	9:28:48	24.54 km/h	7	491	2097	42.195 km	6:04:42	15:43:52	8:38/km	7	521	2083	11:08	10:22
207	M25-29	St-Lazare QC	CAN	Other	3.8 km	1:11:16	1:11:16	1:52/100m	34	338	420	180 km	5:21:08	6:37:03	33.63 km/h	15	129	137	42.195 km	3:15:52	9:54:45	4:38/km	6	49	52	4:39	1:50
208	M25-29	Val-David QC	CAN	Fire Fighter	3.8 km	1:05:05	1:05:05	1:42/100m	20	133	167	180 km	5:21:10	6:31:54	33.63 km/h	14	100	108	42.195 km	4:21:41	10:55:56	6:12/km	29	218	238	5:39	2:21
209	M25-29	Saint Joseph MI	USA	Engineer	3.8 km	1:08:14	1:08:14	1:47/100m	26	212	269	180 km	5:49:45	7:07:33	30.88 km/h	43	379	419	42.195 km	6:01:15	13:15:10	8:33/km	92	1039	1240	9:34	6:22
210	M25-29	Stone Mountain GA	USA	Salesperson	3.8 km	1:45:25	1:45:25	2:46/100m	126	1633	2186	180 km	5:28:31	7:19:12	32.88 km/h	58	530	599	42.195 km	3:22:50	10:44:54	4:48/km	26	179	196	5:16	2:52
211	M25-29	Montreal QC	CAN	Physician	3.8 km	1:12:23	1:12:23	1:54/100m	43	403	494	180 km	5:22:07	6:40:04	33.53 km/h	19	147	158	42.195 km	3:38:58	10:21:24	5:11/km	15	102	111	5:34	2:22
212	M25-29	Waterloo ON	CAN	Business Owner	3.8 km	1:11:53	1:11:53	1:53/100m	37	371	457	180 km	5:34:13	6:51:43	32.31 km/h	27	236	259	42.195 km	4:15:05	11:09:23	6:02/km	36	267	297	5:37	2:35
																											
214	M25-29	Sainte-Marthe-Sur-Le-Lac QC	CAN	Other	3.8 km	1:13:24	1:13:24	1:55/100m	48	437	542	180 km	5:28:36	6:47:34	32.87 km/h	22	195	214	42.195 km	3:43:50	10:34:26	5:18/km	22	143	159	5:34	3:02
215	M25-29	New York NY	USA	Real Estate	3.8 km	1:11:34	1:11:34	1:52/100m	35	349	434	180 km	5:27:12	6:44:53	33.01 km/h	21	173	187	42.195 km	3:48:44	10:36:19	5:25/km	23	151	167	6:07	2:42
216	M25-29	Edmonton AB	CAN	Management	3.8 km	1:30:24	1:30:24	2:22/100m	109	1280	1674	180 km	5:45:08	7:20:55	31.29 km/h	61	556	628	42.195 km	4:45:38	12:10:25	6:46/km	70	650	746	5:23	3:52
217	M25-29	Red Deer AB	CAN	Business Owner	3.8 km	1:07:43	1:07:43	1:46/100m	24	193	247	180 km	5:05:03	6:17:00	35.40 km/h	4	44	47	42.195 km	3:10:37	9:29:30	4:31/km	2	17	18	4:14	1:53
218	M25-29	St-Constant QC	CAN	Physical Therapist	3.8 km	1:04:08	1:04:08	1:41/100m	19	111	144	180 km	5:29:24	6:39:15	32.79 km/h	18	139	150	42.195 km	3:17:50	9:59:40	4:41/km	8	59	62	5:43	2:35
219	M25-29	Mont-Tremblant QC	CAN	Teacher	3.8 km	1:04:04	1:04:04	1:41/100m	18	108	140	180 km	5:12:12	6:21:07	34.59 km/h	8	56	60	42.195 km	3:37:28	10:01:25	5:09/km	10	64	68	4:51	2:50
220	M25-29	Lisle IL	USA	Engineer	3.8 km	1:27:43	1:27:43	2:18/100m	103	1177	1525	180 km	6:16:15	7:52:35	28.70 km/h	79	926	1059	42.195 km	3:43:42	11:42:51	5:18/km	51	447	513	8:37	6:34
																											
222	M30-34	Fossambault-Sur-Le-Lac QC	CAN	Administrator	3.8 km	1:14:48	1:14:48	1:58/100m	67	485	602	180 km	5:28:25	6:51:28	32.89 km/h	40	232	254	42.195 km	4:53:53	11:49:02	6:57/km	73	499	574	8:15	3:41
																											
224	M30-34	Millsboro DE	USA	Salesperson	3.8 km	1:10:20	1:10:20	1:51/100m	43	291	365	180 km	5:34:11	6:50:53	32.32 km/h	39	227	248	42.195 km	3:59:09	10:53:41	5:40/km	40	212	231	6:22	3:39
225	M30-34	Medford MA	USA	Physical Therapist	3.8 km	1:20:25	1:20:25	2:06/100m	121	835	1051	180 km	5:28:16	6:55:48	32.90 km/h	48	276	305	42.195 km	4:20:23	11:19:28	6:10/km	53	318	362	7:07	3:17
226	M30-34	Kitchener ON	CAN	Teacher	3.8 km	1:03:43	1:03:43	1:40/100m	15	95	122	180 km	5:06:42	6:16:25	35.21 km/h	10	42	45	42.195 km	3:34:21	9:53:29	5:04/km	10	45	48	6:00	2:43
227	M30-34	McMasterville QC	CAN	Administrator	3.8 km	1:08:42	1:08:42	1:48/100m	36	232	290	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	6:17	--:--
228	M30-34	Rancho Cucamonga CA	USA	Salesperson	3.8 km	1:14:13	1:14:13	1:57/100m	63	460	571	180 km	5:28:33	6:48:24	32.87 km/h	34	201	220	42.195 km	3:52:19	10:43:42	5:30/km	33	174	191	5:38	2:59
229	M30-34	Glendale NY	USA	Physical Therapist	3.8 km	1:25:17	1:25:17	2:14/100m	153	1083	1367	180 km	5:29:55	7:01:56	32.74 km/h	50	332	366	42.195 km	3:43:32	10:49:31	5:17/km	36	194	213	6:44	4:03
230	M30-34	Phoenix AZ	USA	Attorney	3.8 km	1:16:44	1:16:44	2:01/100m	84	608	748	180 km	6:27:19	7:53:17	27.88 km/h	137	934	1069	42.195 km	4:44:32	12:44:00	6:44/km	129	854	995	9:14	6:11
231	M30-34	Saint-Marc-Des-Carrieres QC	CAN	Teacher	3.8 km	1:00:15	1:00:15	1:35/100m	3	38	44	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	4:27	--:--
232	M30-34	Orange CA	USA	Sales Manager	3.8 km	1:18:36	1:18:36	2:04/100m	106	717	891	180 km	6:15:22	7:43:03	28.77 km/h	112	798	904	42.195 km	4:41:06	12:32:45	6:39/km	117	783	904	9:05	8:36
233	M30-34	Beloeil QC	CAN	Business Owner	3.8 km	1:03:22	1:03:22	1:40/100m	9	81	106	180 km	5:16:44	6:24:58	34.10 km/h	13	67	75	42.195 km	3:59:12	10:26:25	5:40/km	23	112	123	4:52	2:15
234	M30-34	Montreal QC	CAN	Marketing	3.8 km	1:04:34	1:04:34	1:41/100m	20	120	154	180 km	5:17:16	6:26:09	34.04 km/h	14	73	81	42.195 km	3:23:56	9:52:22	4:49/km	9	43	46	4:19	2:17
235	M30-34	Brantford ON	CAN	Salesperson	3.8 km	1:07:30	1:07:30	1:46/100m	26	186	240	180 km	5:21:19	6:33:21	33.61 km/h	23	109	117	42.195 km	--:--	--:--	--/km	--	--	--	4:32	--:--
236	M30-34	Los Gatos CA	USA	Management	3.8 km	1:03:39	1:03:39	1:40/100m	14	93	120	180 km	5:23:15	6:32:27	33.41 km/h	21	102	110	42.195 km	3:37:51	10:12:56	5:09/km	19	86	95	5:33	2:38
237	M30-34	Austin TX	USA	Other	3.8 km	1:04:17	1:04:17	1:41/100m	19	113	146	180 km	5:40:56	6:50:28	31.68 km/h	38	225	246	42.195 km	3:54:54	10:48:14	5:34/km	35	190	209	5:15	2:52
238	M30-34	Brooklyn NY	NZL	Salesperson	3.8 km	1:00:20	1:00:20	1:35/100m	4	39	45	180 km	4:59:57	6:04:27	36.01 km/h	2	20	22	42.195 km	3:24:17	9:30:40	4:50/km	3	18	19	4:10	1:56
239	M30-34	Mexico City	MEX	Sales Manager	3.8 km	1:27:16	1:27:16	2:17/100m	164	1152	1490	180 km	5:45:50	7:19:48	31.23 km/h	76	537	606	42.195 km	4:24:15	11:47:21	6:15/km	70	486	558	6:42	3:18
240	M35-39	Burbank CA	PHL	Business Owner	3.8 km	1:24:50	1:24:50	2:13/100m	163	1051	1329	180 km	5:37:53	7:07:54	31.96 km/h	68	390	432	42.195 km	3:59:31	11:09:03	5:40/km	53	265	295	5:11	1:38
241	M35-39	Orleans ON	CAN	Military Service - Foreig	3.8 km	1:21:08	1:21:08	2:08/100m	131	869	1098	180 km	5:53:15	7:20:38	30.57 km/h	93	551	622	42.195 km	5:44:53	13:09:20	8:10/km	157	1004	1195	6:15	3:49
242	M35-39	St Louis De Gonzague QC	CAN	Mechanic	3.8 km	1:08:55	1:08:55	1:48/100m	40	242	301	180 km	5:54:20	7:09:11	30.48 km/h	72	410	455	42.195 km	3:57:04	11:09:11	5:37/km	54	266	296	5:56	2:56
243	M35-39	St-Jerome QC	CAN	Fire Fighter	3.8 km	1:48:29	1:48:29	2:51/100m	244	1669	2243	180 km	7:47:27	9:46:27	23.10 km/h	241	1670	2220	42.195 km	5:55:41	15:48:12	8:25/km	232	1576	2102	10:31	6:04
244	M35-39	Stratford ON	CAN	Retired	3.8 km	1:08:39	1:08:39	1:48/100m	37	227	285	180 km	5:36:08	6:49:21	32.13 km/h	38	213	233	42.195 km	3:45:51	10:37:24	5:21/km	26	154	170	4:34	2:12
245	M35-39	San Francisco CA	USA	Research Analyst	3.8 km	1:18:20	1:18:20	2:03/100m	108	700	866	180 km	5:52:12	7:18:28	30.66 km/h	89	516	583	42.195 km	4:40:56	12:08:03	6:39/km	109	631	725	7:56	8:39
246	M35-39	Ottawa ON	CAN	Other	3.8 km	1:18:02	1:18:02	2:03/100m	105	675	837	180 km	6:38:44	8:03:46	27.09 km/h	159	1060	1225	42.195 km	3:50:45	12:00:19	5:28/km	101	576	662	7:00	5:48
247	M35-39	Gatineau QC	CAN	Management	3.8 km	1:17:48	1:17:48	2:02/100m	103	663	824	180 km	5:48:11	7:12:26	31.02 km/h	77	438	486	42.195 km	4:03:18	11:19:51	5:45/km	62	319	364	6:27	4:07
248	M35-39	Toronto ON	CAN	Other	3.8 km	1:15:09	1:15:09	1:58/100m	84	509	633	180 km	6:01:31	7:26:11	29.87 km/h	104	625	705	42.195 km	4:06:44	11:37:01	5:50/km	78	416	474	9:31	4:06
249	M35-39	Spanish Fork UT	USA	Physician	3.8 km	1:43:08	1:43:08	2:42/100m	238	1608	2142	180 km	5:57:03	7:46:56	30.25 km/h	140	847	967	42.195 km	5:43:16	13:34:45	8:08/km	187	1162	1405	6:45	4:33
250	M35-39	San Diego CA	USA	Business Executive	3.8 km	1:14:47	1:14:47	1:58/100m	78	484	601	180 km	6:05:19	7:32:11	29.56 km/h	116	694	780	42.195 km	4:13:20	11:47:31	6:00/km	89	488	560	12:05	2:00
251	M35-39	Montreal QC	CAN	Business Owner	3.8 km	1:16:32	1:16:32	2:00/100m	98	597	734	180 km	6:26:17	7:48:33	27.96 km/h	143	867	996	42.195 km	4:21:05	12:12:56	6:11/km	110	667	764	5:44	3:18
252	M35-39	Aspinwall PA	USA	Driver	3.8 km	1:04:02	1:04:02	1:41/100m	12	104	135	180 km	5:27:51	6:36:24	32.94 km/h	22	121	129	42.195 km	3:40:51	10:19:58	5:14/km	18	98	107	4:31	2:43
253	M35-39	Montreal QC	CAN	Administrator	3.8 km	1:20:11	1:20:11	2:06/100m	123	818	1032	180 km	5:36:23	7:03:00	32.11 km/h	62	339	377	42.195 km	4:01:15	11:07:57	5:43/km	51	259	289	6:26	3:42
																											
255	M35-39	Montreal QC	CAN	Accountant	3.8 km	1:12:15	1:12:15	1:54/100m	68	395	484	180 km	5:55:03	7:13:16	30.42 km/h	78	456	507	42.195 km	3:51:36	11:07:08	5:29/km	49	255	283	5:58	2:16
256	M35-39	Westmount QC	CAN	Business Owner	3.8 km	1:16:11	1:16:11	2:00/100m	93	571	705	180 km	5:10:50	6:32:48	34.75 km/h	19	106	114	42.195 km	3:25:50	10:01:06	4:52/km	11	63	67	5:47	2:28
257	M35-39	Bjarred	SWE	Other	3.8 km	1:11:24	1:11:24	1:52/100m	63	343	426	180 km	5:22:06	6:41:45	33.53 km/h	27	155	166	42.195 km	4:48:20	11:32:44	6:50/km	73	395	451	8:15	2:39
258	M35-39	Parma	ITA	Business Owner	3.8 km	1:10:58	1:10:58	1:52/100m	58	327	405	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	6:32	--:--
259	M35-39	Andover MA	USA	Other	3.8 km	1:00:00	1:00:00	1:34/100m	6	37	43	180 km	5:11:49	6:17:25	34.64 km/h	5	46	49	42.195 km	3:17:33	9:37:00	4:40/km	1	24	26	5:36	2:02
260	M35-39	Kerrville TX	USA	Other	3.8 km	1:14:58	1:14:58	1:58/100m	82	493	614	180 km	5:46:25	7:09:52	31.18 km/h	73	419	465	42.195 km	3:53:35	11:10:00	5:32/km	55	270	300	8:29	6:33
261	M40-44	Fort Worth TX	USA	Marketing	3.8 km	1:27:11	1:27:11	2:17/100m	241	1151	1487	180 km	6:12:11	7:48:06	29.02 km/h	195	865	990	42.195 km	4:47:14	12:39:54	6:48/km	195	826	962	8:44	4:34
262	M40-44	Summerstown ON	CAN	Accountant	3.8 km	1:07:43	1:07:43	1:46/100m	26	192	246	180 km	5:24:11	6:36:31	33.31 km/h	21	122	130	42.195 km	3:28:53	10:07:30	4:57/km	11	76	82	4:37	2:06
263	M40-44	San Francisco CA	USA	Management	3.8 km	1:35:03	1:35:03	2:30/100m	293	1430	1879	180 km	6:41:29	8:26:40	26.90 km/h	279	1249	1497	42.195 km	5:40:27	14:14:53	8:04/km	291	1319	1655	10:08	7:46
264	M40-44	Yulee FL	CAN	Management	3.8 km	1:11:19	1:11:19	1:52/100m	61	339	422	180 km	6:07:11	7:25:24	29.41 km/h	149	612	690	42.195 km	4:52:30	12:23:16	6:55/km	175	728	835	6:54	5:22
265	M40-44	Guelph ON	CAN	Business Owner	3.8 km	1:05:28	1:05:28	1:43/100m	18	140	177	180 km	5:09:45	6:19:29	34.87 km/h	4	53	57	42.195 km	4:57:23	11:19:04	7:02/km	70	313	357	4:16	2:12
266	M40-44	Boston MA	USA	Laborer	3.8 km	1:46:58	1:46:58	2:48/100m	337	1655	2223	180 km	6:48:20	8:51:28	26.45 km/h	311	1430	1789	42.195 km	5:15:44	14:15:23	7:28/km	292	1323	1660	16:10	8:11
267	M40-44	Sonoma CA	CAN	Sales Manager	3.8 km	1:28:41	1:28:41	2:20/100m	249	1217	1588	180 km	6:18:19	7:55:08	28.55 km/h	217	963	1101	42.195 km	4:16:54	12:18:58	6:05/km	169	702	805	8:08	6:56
268	M40-44	Mirabel QC	CAN	Construction	3.8 km	1:08:53	1:08:53	1:48/100m	38	241	300	180 km	5:31:44	6:48:18	32.56 km/h	45	198	217	42.195 km	4:35:08	11:29:05	6:31/km	87	376	427	7:41	5:39
269	M40-44	Monroe Twp NJ	USA	Financial Analyst	3.8 km	1:07:52	1:07:52	1:47/100m	30	200	255	180 km	5:46:00	7:01:10	31.21 km/h	82	323	355	42.195 km	4:46:35	11:53:57	6:47/km	125	534	614	7:18	6:12
270	M40-44	Ellington CT	USA	Other	3.8 km	1:04:34	1:04:34	1:41/100m	17	119	153	180 km	5:05:07	6:14:44	35.40 km/h	3	38	41	42.195 km	3:21:51	9:38:38	4:47/km	3	25	27	5:03	2:03
271	M40-44	Berkeley Heights NJ	USA	Other	3.8 km	1:08:32	1:08:32	1:48/100m	35	221	279	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	6:19	--:--
272	M40-44	Summit NJ	USA	Attorney	3.8 km	1:12:29	1:12:29	1:54/100m	81	406	498	180 km	5:42:13	7:00:13	31.56 km/h	76	311	341	42.195 km	4:13:49	11:16:47	6:00/km	66	301	341	5:31	2:45
273	M40-44	Pickering ON	GBR	Business Executive	3.8 km	1:17:17	1:17:17	2:02/100m	140	636	786	180 km	5:30:30	6:54:16	32.68 km/h	59	259	287	42.195 km	3:46:10	10:42:47	5:21/km	36	173	189	6:29	2:21
274	M40-44	Cambridge MA	USA	Physician	3.8 km	1:24:00	1:24:00	2:12/100m	220	1013	1277	180 km	6:22:19	7:55:29	28.25 km/h	219	965	1107	42.195 km	4:36:45	12:37:14	6:33/km	191	808	941	9:10	5:00
																											
276	M40-44	Toronto ON	CAN	Scientist	3.8 km	1:23:30	1:23:30	2:11/100m	217	992	1255	180 km	5:36:43	7:06:00	32.07 km/h	92	359	399	42.195 km	3:43:15	10:51:51	5:17/km	45	202	221	5:47	2:36
																											
278	M40-44	Belle Mead NJ	USA	Real Estate	3.8 km	1:18:54	1:18:54	2:04/100m	163	740	918	180 km	5:37:49	7:03:16	31.97 km/h	86	340	378	42.195 km	3:45:44	10:51:52	5:20/km	46	203	222	6:33	2:52
279	M40-44	San Francisco CA	USA	Nurse	3.8 km	1:32:37	1:32:37	2:26/100m	276	1359	1784	180 km	7:14:20	8:59:41	24.87 km/h	315	1475	1870	42.195 km	--:--	--:--	--/km	--	--	--	12:44	7:38
280	M40-44	Gardner MA	USA	Engineer	3.8 km	1:09:21	1:09:21	1:49/100m	42	255	319	180 km	5:09:33	6:25:51	34.89 km/h	10	72	80	42.195 km	4:01:59	10:32:41	5:44/km	29	136	151	6:57	4:51
281	M40-44	Toronto ON	CAN	Physician	3.8 km	1:02:21	1:02:21	1:38/100m	8	69	85	180 km	5:16:22	6:25:27	34.14 km/h	9	70	78	42.195 km	3:43:41	10:12:26	5:18/km	13	84	93	6:44	3:18
282	M40-44	New York NY	USA	Artist	3.8 km	1:11:40	1:11:40	1:53/100m	67	355	440	180 km	5:33:34	6:51:07	32.38 km/h	54	229	250	42.195 km	4:32:04	11:26:34	6:26/km	81	358	408	5:53	3:23
283	M40-44	Thunder Bay ON	CAN	Construction	3.8 km	1:10:31	1:10:31	1:51/100m	53	298	372	180 km	5:11:22	6:27:26	34.69 km/h	14	84	92	42.195 km	3:34:15	10:04:00	5:04/km	9	69	73	5:33	2:19
284	M40-44	Ottawa ON	CAN	Other	3.8 km	1:07:40	1:07:40	1:46/100m	25	190	244	180 km	5:35:06	6:49:42	32.23 km/h	51	219	240	42.195 km	--:--	--:--	--/km	--	--	--	6:56	12:10
285	M40-44	Montreal QC	CAN	Business Owner	3.8 km	1:48:38	1:48:38	2:51/100m	339	1673	2248	180 km	6:08:28	8:03:37	29.31 km/h	243	1055	1218	42.195 km	4:17:49	12:26:09	6:06/km	177	739	851	6:31	4:43
286	M40-44	Ottawa ON	CAN	Business Owner	3.8 km	1:15:44	1:15:44	1:59/100m	113	546	675	180 km	5:35:42	6:57:56	32.17 km/h	66	287	316	42.195 km	4:29:17	11:32:05	6:22/km	91	392	448	6:30	4:52
